ndb_id,description,water (g),energy (kcal),protein (g),total fat (g),ash (g),carbohydrate (g),dietary fiber (g),sugar (g),calcium (mg),iron (mg),magnesium (mg),phosphorus (mg),potassium (mg),sodium (mg),zinc (mg),copper (mg),manganese (mg),selenium (μg),vitamin c (mg),thiamin (mg),riboflavin (mg),niacin (mg),pantothenic acid (mg),vitamin b6 (mg),total folate (μg),folic acid (μg),food folate (μg),dietary folate (μg),choline (mg),vitamin b12 (μg),vitamin a (iu),vitamin a (μg),retinol (μg),alpha-carotene (μg),beta-carotene (μg),beta-cryptoxanthin (μg),lycopene (μg),lutein + zeazanthin (μg),vitamin e (mg),vitamin d (μg),vitamin d (iu),vitamin k (μg),saturated fatty acid (g),monounsaturated fatty acids (g),polyunsaturated fatty acids (g),cholesterol (mg)
15116,"TROUT,RAINBOW,WILD,CKD,DRY HEAT",70.50,150,22.92,5.82,1.60,0.00,0.0,,86,0.38,31,269,448,56,0.51,0.058,0.021,13.2,2.0,0.152,0.097,5.770,1.065,0.346,19,0,19,19,,6.30,50,15,15,,,,,,,,,,1.619,1.746,1.831,69
15117,"TUNA,FRESH,BLUEFIN,RAW",68.09,144,23.33,4.90,1.18,0.00,0.0,0.00,8,1.02,50,254,252,39,0.60,0.086,0.015,36.5,0.0,0.241,0.251,8.654,1.054,0.455,2,0,2,2,65.0,9.43,2183,655,655,0,0,0,0,0,1.00,5.7,227,0.0,1.257,1.600,1.433,38
15118,"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",59.09,184,29.91,6.28,1.51,0.00,0.0,,10,1.31,64,326,323,50,0.77,0.110,0.020,46.8,0.0,0.278,0.306,10.540,1.370,0.525,2,0,2,2,,10.88,2520,757,757,,,,,,,,,,1.612,2.053,1.844,49
15121,"FISH,TUNA,LT,CND IN H2O,DRND SOL",78.14,86,19.44,0.96,0.95,0.00,0.0,0.00,17,1.63,23,139,179,247,0.69,0.050,0.019,70.6,0.0,0.030,0.084,10.136,0.148,0.319,4,0,4,4,29.3,2.55,57,17,17,0,0,0,0,0,0.33,1.2,47,0.2,0.211,0.107,0.277,36
15123,"TUNA,FRESH,SKIPJACK,RAW",70.58,103,22.00,1.01,1.30,0.00,0.0,,29,1.25,34,222,407,37,0.82,0.086,0.015,36.5,1.0,0.033,0.100,15.400,0.420,0.850,9,0,9,9,,1.90,52,16,16,,,,,,,,,,0.328,0.190,0.315,47
15127,"TUNA,FRESH,YELLOWFIN,RAW",74.03,109,24.40,0.49,1.64,0.00,0.0,0.00,4,0.77,35,278,441,45,0.37,0.036,0.011,90.6,0.0,0.118,0.115,18.475,0.280,0.933,2,0,2,2,65.0,2.08,60,18,18,0,0,0,0,0,0.24,1.7,69,0.1,0.172,0.116,0.147,39
15132,"WHITING,MIXED SPECIES,RAW",80.27,90,18.31,1.31,1.30,0.00,0.0,0.00,48,0.34,21,222,249,72,0.88,0.031,0.104,32.1,0.0,0.056,0.046,1.300,0.216,0.156,13,0,13,13,65.0,2.30,100,30,30,0,0,0,0,0,0.30,1.4,57,0.1,0.247,0.279,0.422,67
15133,"WHITING,MXD SP,CKD,DRY HEAT",74.71,116,23.48,1.69,1.46,0.00,0.0,0.00,62,0.42,27,285,434,132,0.53,0.040,0.130,41.1,0.0,0.068,0.060,1.670,0.250,0.180,15,0,15,15,83.3,2.60,128,38,38,0,0,0,0,0,0.38,1.8,73,0.1,0.400,0.445,0.587,84
15134,"WOLFFISH,ATLANTIC,RAW",79.90,96,17.50,2.39,1.16,0.00,0.0,,6,0.09,30,200,300,85,0.78,0.029,0.015,36.5,0.0,0.180,0.080,2.133,0.570,0.400,5,0,5,5,,2.03,375,113,113,,,,,,,,,,0.365,0.837,0.845,46
15135,"YELLOWTAIL,MXD SP,RAW",74.52,146,23.14,5.24,1.09,0.00,0.0,,23,0.49,30,157,420,39,0.52,0.045,0.015,36.5,2.8,0.144,0.040,6.800,0.590,0.160,4,0,4,4,,1.30,95,29,29,,,,,,,,,0.1,1.280,1.990,1.420,55
15139,"CRAB,BLUE,RAW",79.02,87,18.06,1.08,1.81,0.04,0.0,,89,0.74,34,229,329,293,3.54,0.669,0.150,37.4,3.0,0.080,0.040,2.700,0.350,0.150,44,0,44,44,,9.00,5,2,2,,,,,,,,,,0.222,0.192,0.387,78
15140,"CRAB,BLUE,CKD,MOIST HEAT",79.69,83,17.88,0.74,1.96,0.00,0.0,0.00,91,0.50,36,234,259,395,3.81,0.814,0.074,42.9,3.3,0.023,0.093,2.747,0.997,0.156,51,0,51,51,80.9,3.33,2,1,1,0,0,0,0,0,1.84,0.0,0,0.3,0.201,0.129,0.258,97
15141,"CRAB,BLUE,CANNED",79.69,83,17.88,0.74,1.96,0.00,0.0,0.00,91,0.50,36,234,259,563,3.81,0.814,0.074,42.9,3.3,0.023,0.093,2.747,0.997,0.156,51,0,51,51,80.9,3.33,2,1,1,0,0,0,0,0,1.84,0.0,0,0.3,0.201,0.129,0.258,97
15142,"CRUSTACEANS,CRAB,BLUE,CRAB CAKES,HOME RECIPE",71.00,155,20.21,7.52,2.10,0.48,0.0,,105,1.08,33,213,324,330,4.09,0.610,0.190,40.7,2.8,0.090,0.080,2.900,0.500,0.170,53,12,42,61,,5.94,252,57,53,,,,,,,,,,1.483,2.815,2.273,150
15143,"CRAB,DUNGENESS,RAW",79.18,86,17.41,0.97,1.70,0.74,0.0,,46,0.37,45,182,354,295,4.27,0.674,0.080,37.1,3.5,0.047,0.167,3.140,0.350,0.150,44,0,44,44,,9.00,90,27,27,,,,,,,,,,0.132,0.167,0.317,59
15145,"CRAYFISH,MXD SP,WILD,RAW",82.24,77,15.97,0.95,1.34,0.00,0.0,0.00,27,0.84,27,256,302,58,1.30,0.419,0.226,31.6,1.2,0.070,0.032,2.208,0.546,0.108,37,0,37,37,80.9,2.00,53,16,16,0,0,0,0,0,2.85,0.0,0,0.1,0.159,0.174,0.293,114
15146,"CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT",79.37,82,16.77,1.20,1.20,0.00,0.0,0.00,60,0.83,33,270,296,94,1.76,0.685,0.522,36.7,0.9,0.050,0.085,2.280,0.580,0.076,44,0,44,44,80.9,2.15,50,15,15,0,0,0,0,0,1.50,0.0,0,0.1,0.181,0.244,0.367,133
15147,"LOBSTER,NORTHERN,RAW",80.95,77,16.52,0.75,1.88,0.00,0.0,0.00,84,0.26,38,161,200,423,3.53,1.349,0.056,63.6,0.0,0.020,0.014,1.591,1.449,0.104,10,0,10,10,70.3,1.25,4,1,1,0,0,0,0,0,0.87,0.0,1,0.0,0.181,0.220,0.296,127
15148,"LOBSTER,NORTHERN,CKD,MOIST HEAT",78.11,89,19.00,0.86,2.14,0.00,0.0,0.00,96,0.29,43,185,230,486,4.05,1.550,0.065,73.1,0.0,0.023,0.017,1.830,1.667,0.119,11,0,11,11,80.9,1.43,4,1,1,0,0,0,0,0,1.00,0.0,1,0.0,0.208,0.253,0.340,146
15154,"SPINY LOBSTER,MXD SP,RAW",74.07,112,20.60,1.51,1.39,2.43,0.0,,49,1.22,40,238,180,177,5.67,0.381,0.015,46.2,2.0,0.007,0.046,4.245,0.350,0.150,1,0,1,1,,3.50,17,5,5,,,,,,,,,,0.237,0.275,0.590,70
15155,"ABALONE,MIXED SPECIES,RAW",74.56,105,17.10,0.76,1.57,6.01,0.0,0.00,31,3.19,48,190,250,301,0.82,0.196,0.040,44.8,2.0,0.190,0.100,1.500,3.000,0.150,5,0,5,5,65.0,0.73,7,2,2,0,0,0,0,0,4.00,0.0,0,23.0,0.149,0.107,0.104,85
15160,"CLAM,MXD SP,CND,DRND SOL",65.26,142,24.25,1.59,3.00,5.90,0.0,0.00,65,2.68,32,327,628,112,0.84,0.087,0.140,50.5,0.0,0.024,0.066,0.578,0.245,0.016,7,0,7,7,107.4,18.63,496,149,149,0,0,0,0,0,1.12,0.1,2,0.3,0.309,0.198,0.318,50
15163,"CUTTLEFISH,MXD SP,RAW",80.56,79,16.24,0.70,1.68,0.82,0.0,,90,6.02,30,387,354,372,1.73,0.587,0.110,44.8,5.3,0.009,0.910,1.216,0.500,0.150,16,0,16,16,,3.00,375,113,113,,,,,,,,,,0.118,0.081,0.134,112
15164,"MUSSEL,BLUE,RAW",80.58,86,11.90,2.24,1.59,3.69,0.0,0.00,26,3.95,34,197,320,286,1.60,0.094,3.400,44.8,8.0,0.160,0.210,1.600,0.500,0.050,42,0,42,42,65.0,12.00,160,48,48,0,0,0,0,0,0.55,0.0,0,0.1,0.425,0.507,0.606,28
15165,"MUSSEL,BLUE,CKD,MOIST HEAT",61.15,172,23.80,4.48,3.18,7.39,0.0,,33,6.72,37,285,268,369,2.67,0.149,6.800,89.6,13.6,0.300,0.420,3.000,0.950,0.100,76,0,76,76,,24.00,304,91,91,,,,,,,,,,0.850,1.014,1.212,56
15166,"OCTOPUS,COMMON,RAW",80.25,82,14.91,1.04,1.60,2.20,0.0,0.00,53,5.30,30,186,350,230,1.68,0.435,0.025,44.8,5.0,0.030,0.040,2.100,0.500,0.360,16,0,16,16,65.0,20.00,150,45,45,0,0,0,0,0,1.20,0.0,0,0.1,0.227,0.162,0.239,48
15167,"OYSTER,EASTERN,WILD,RAW",89.04,51,5.71,1.71,0.82,2.72,0.0,0.62,59,4.61,18,97,156,85,39.30,2.858,0.296,19.7,0.0,0.018,0.090,0.925,0.223,0.031,7,0,7,7,65.0,8.75,44,13,13,0,0,0,0,0,0.85,0.0,1,1.0,0.474,0.253,0.528,40
15168,"OYSTER,EASTERN,CKD,BREADED&FRIED",64.72,199,8.77,12.58,1.72,11.62,,,62,6.95,58,159,244,417,87.13,4.294,0.490,66.5,3.8,0.150,0.202,1.650,0.270,0.064,31,17,14,43,,15.63,302,90,,,,,,,,,,,3.197,4.702,3.313,71
15169,"OYSTER,EASTERN,WILD,CKD,MOIST HEAT",78.19,102,11.42,3.42,1.53,5.45,0.0,1.23,116,9.21,35,194,139,166,78.60,5.707,0.591,39.5,0.0,0.036,0.180,1.850,0.447,0.061,14,0,14,14,130.0,17.50,88,26,26,0,0,0,0,0,1.70,0.0,2,2.0,0.948,0.506,1.056,79
15170,"OYSTER,EASTERN,CANNED",85.14,68,7.06,2.47,1.42,3.91,0.0,0.00,45,6.70,54,139,229,112,90.95,4.461,0.450,35.8,5.0,0.150,0.166,1.244,0.180,0.095,9,0,9,9,81.0,19.13,300,90,90,0,0,0,0,0,0.85,0.0,1,0.1,0.631,0.250,0.739,55
15171,"OYSTER,PACIFIC,RAW",82.06,81,9.45,2.30,1.23,4.95,0.0,,8,5.11,22,162,168,106,16.62,1.576,0.643,77.0,8.0,0.067,0.233,2.010,0.500,0.050,10,0,10,10,,16.00,270,81,81,,,,,,,,,,0.510,0.358,0.894,50
15175,"SQUID,MIXED SPECIES,RAW",78.55,92,15.58,1.38,1.41,3.08,0.0,0.00,32,0.68,33,221,246,44,1.53,1.891,0.035,44.8,4.7,0.020,0.412,2.175,0.500,0.056,5,0,5,5,65.0,1.30,33,10,10,0,0,0,0,0,1.20,0.0,0,0.0,0.358,0.107,0.524,233
15176,"SQUID,MXD SP,CKD,FRIED",64.54,175,17.94,7.48,1.59,7.79,0.0,,39,1.01,38,251,279,306,1.74,2.114,0.070,51.8,4.2,0.056,0.458,2.602,0.510,0.058,14,9,5,20,,1.23,35,11,11,,,,,,,,,,1.878,2.749,2.136,260
15177,"WHELK,UNSPECIFIED,RAW",66.00,137,23.84,0.40,2.00,7.76,0.0,0.00,57,5.03,86,141,347,206,1.63,1.030,0.447,44.8,4.0,0.026,0.107,1.050,0.208,0.342,6,0,6,6,65.0,9.07,87,26,26,0,0,0,0,0,0.13,0.0,0,0.1,0.031,0.028,0.023,65
15178,"WHELK,UNSPEC,CKD,MOIST HEAT",32.00,275,47.68,0.80,4.00,15.52,0.0,,113,10.06,172,282,694,412,3.26,2.060,0.890,89.6,6.8,0.049,0.214,1.995,0.400,0.650,11,0,11,11,,18.14,162,49,49,,,,,,,,,,0.062,0.056,0.046,130
15180,"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",70.77,141,21.43,5.50,2.47,0.00,0.0,,249,0.70,30,354,300,75,1.00,0.100,0.020,43.3,0.0,0.020,0.160,7.000,0.560,0.380,20,0,20,20,,4.40,61,18,18,,,,,,,,,,1.486,1.919,1.517,39
15181,"SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",70.03,139,19.78,6.05,1.38,0.00,0.0,,213,0.84,34,329,326,75,0.92,0.102,0.020,33.2,0.0,0.023,0.186,6.536,0.550,0.300,15,0,15,15,,4.40,55,17,17,,,,,,,,,,1.535,1.825,2.049,55
15184,"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",75.21,116,25.51,0.82,0.78,0.00,0.0,0.00,11,1.53,27,163,237,50,0.77,0.051,0.011,80.4,0.0,0.032,0.074,13.280,0.214,0.350,4,0,4,4,,2.99,56,,,,,,,,,,,,0.234,0.159,0.337,30
15186,"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",74.02,128,23.62,2.97,0.63,0.00,0.0,,14,0.97,33,217,237,50,0.48,0.039,0.019,65.7,0.0,0.008,0.044,5.799,0.124,0.217,2,0,2,2,,1.17,19,6,6,,,,,,,,,,0.792,0.784,1.109,42
15187,"BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",68.79,146,24.18,4.73,1.95,0.00,0.0,,103,1.91,38,256,456,90,0.83,0.119,1.140,16.2,2.1,0.087,0.090,1.522,0.865,0.138,17,0,17,17,,2.31,115,35,35,,,,,,,,,,1.001,1.835,1.360,87
15188,"BASS,STRIPED,CKD,DRY HEAT",73.36,124,22.73,2.99,1.33,0.00,0.0,,19,1.08,51,254,328,88,0.51,0.040,0.019,46.8,0.0,0.115,0.037,2.558,0.865,0.346,10,0,10,10,,4.41,104,31,31,,,,,,,,,,0.650,0.846,1.005,103
15189,"BLUEFISH,COOKED,DRY HEAT",62.64,159,25.69,5.44,1.33,0.00,0.0,,9,0.62,42,291,477,77,1.04,0.068,0.027,46.8,0.0,0.067,0.097,7.247,0.955,0.464,2,0,2,2,,6.22,459,138,138,,,,,,,,,,1.172,2.297,1.358,76
15193,"CUSK,COOKED,DRY HEAT",69.68,112,24.35,0.88,1.60,0.00,0.0,,13,1.06,40,262,503,40,0.49,0.023,0.019,46.8,0.0,0.048,0.162,3.271,0.322,0.447,2,0,2,2,,1.20,69,21,21,,,,,,,,,,,,,53
15194,"FISH,MAHIMAHI,CKD,DRY HEAT",71.22,109,23.72,0.90,2.69,0.00,0.0,,19,1.45,38,183,533,113,0.59,0.053,0.019,46.8,0.0,0.023,0.085,7.429,0.865,0.462,6,0,6,6,,0.69,208,62,62,,,,,,,,,,0.241,0.155,0.211,94
15197,"HERRING,PACIFIC,CKD,DRY HEAT",63.49,250,21.01,17.79,3.04,0.00,0.0,,106,1.44,41,292,542,95,0.68,0.100,0.058,46.8,0.0,0.073,0.256,2.821,1.154,0.519,6,0,6,6,,9.62,116,35,35,,,,,,,,,,4.174,8.807,3.106,99
15198,"LING,COOKED,DRY HEAT",73.88,111,24.35,0.82,1.79,0.00,0.0,,44,0.83,81,254,486,173,1.00,0.141,0.038,46.8,0.0,0.127,0.231,2.801,0.369,0.351,8,0,8,8,,0.65,115,35,35,,,,,,,,,,,,,51
15199,"LINGCOD,COOKED,DRY HEAT",75.68,109,22.64,1.36,1.55,0.00,0.0,,18,0.41,33,258,560,76,0.58,0.035,0.026,46.8,0.0,0.035,0.139,2.314,0.865,0.346,10,0,10,10,,4.15,58,17,17,,,,,,,,,,0.255,0.447,0.383,67
15200,"MACKEREL,KING,CKD,DRY HEAT",69.04,134,26.00,2.56,1.64,0.00,0.0,,40,2.28,41,318,558,203,0.72,0.033,0.006,46.8,1.6,0.115,0.580,10.462,0.968,0.510,9,0,9,9,,18.00,839,252,252,,,,,,,,,,0.465,0.979,0.589,68
15201,"MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",61.73,201,25.73,10.12,2.08,0.00,0.0,0.00,29,1.49,36,160,521,110,0.86,0.119,0.019,46.8,2.1,0.135,0.540,10.667,0.365,0.381,2,0,2,2,83.6,4.23,77,23,23,0,0,0,0,0,1.25,11.4,457,0.1,2.881,3.371,2.488,60
15202,"MILKFISH,COOKED,DRY HEAT",62.63,190,26.32,8.63,1.46,0.00,0.0,,65,0.41,38,208,374,92,1.05,0.044,0.026,16.2,0.0,0.016,0.069,8.256,0.865,0.488,18,0,18,18,,3.27,109,33,33,,,,,,,,,,,,,67
15203,"MONKFISH,COOKED,DRY HEAT",78.51,97,18.56,1.95,1.55,0.00,0.0,,10,0.41,27,256,513,23,0.53,0.036,0.031,46.8,1.0,0.029,0.073,2.558,0.173,0.277,8,0,8,8,,1.04,46,14,14,,,,,,,,,,,,,32
15204,"PIKE,WALLEYE,CKD,DRY HEAT",73.47,119,24.54,1.56,1.54,0.00,0.0,,141,1.67,38,269,499,65,0.79,0.228,1.026,16.2,0.0,0.312,0.195,2.801,0.865,0.138,17,0,17,17,,2.31,81,24,24,,,,,,,,,,0.319,0.377,0.573,110
15205,"POLLOCK,ATLANTIC,CKD,DRY HEAT",72.03,118,24.92,1.26,1.81,0.00,0.0,,77,0.59,86,283,456,110,0.60,0.064,0.019,46.8,0.0,0.054,0.225,3.983,0.413,0.331,3,0,3,3,,3.68,40,12,12,,,,,,,,,,0.170,0.143,0.622,91
15206,"POUT,OCEAN,CKD,DRY HEAT",76.10,102,21.33,1.17,1.45,0.00,0.0,,13,0.36,17,256,513,78,1.32,0.041,0.019,46.8,0.0,0.092,0.073,2.558,0.173,0.277,8,0,8,8,,1.04,46,14,14,,,,,,,,,,0.410,0.422,0.041,67
15207,"ROE,MXD SP,CKD,DRY HEAT",58.63,204,28.62,8.23,1.76,1.92,0.0,,28,0.77,26,515,283,117,1.28,0.128,0.013,51.7,16.4,0.277,0.949,2.192,1.154,0.185,92,0,92,92,,11.54,303,91,91,,,,,,,,,,1.866,2.129,3.404,479
15209,"SALMON,ATLANTIC,WILD,CKD,DRY HEAT",59.62,182,25.44,8.13,3.26,0.00,0.0,,15,1.03,37,256,628,56,0.82,0.321,0.021,46.8,0.0,0.275,0.487,10.077,1.920,0.944,29,0,29,29,,3.05,44,13,13,,,,,,,,,,1.257,2.697,3.256,71
15211,"SALMON,CHUM,CKD,DRY HEAT",68.44,154,25.82,4.83,1.51,0.00,0.0,,14,0.71,28,363,550,64,0.60,0.071,0.019,46.8,0.0,0.092,0.219,8.526,0.865,0.462,5,0,5,5,,3.46,114,34,34,,,,,,,,,,1.077,1.976,1.152,95
15212,"SALMON,PINK,CKD,DRY HEAT",70.65,153,24.58,5.28,1.82,0.00,0.0,0.00,8,0.45,32,313,439,90,0.46,0.075,0.013,37.6,0.0,0.091,0.126,9.588,1.235,0.696,5,0,5,5,113.4,4.73,126,42,42,0,0,0,0,0,0.48,13.0,522,0.5,0.971,1.617,0.973,55
15213,"SCUP,COOKED,DRY HEAT",68.42,135,24.21,3.50,1.55,0.00,0.0,,51,0.68,29,237,368,54,0.62,0.065,0.045,46.8,0.0,0.127,0.122,4.994,0.865,0.346,17,0,17,17,,1.62,104,31,31,,,,,,,,,,,,,67
15214,"SEATROUT,MXD SP,CKD,DRY HEAT",71.91,133,21.46,4.63,1.62,0.00,0.0,,22,0.35,40,321,437,74,0.58,0.038,0.019,46.8,0.0,0.069,0.207,2.923,0.865,0.462,6,0,6,6,,3.46,115,35,35,,,,,,,,,,1.293,1.133,0.929,106
15216,"SPOT,COOKED,DRY HEAT",69.17,158,23.73,6.28,1.36,0.00,0.0,,18,0.41,54,238,636,37,0.65,0.059,0.045,46.8,0.0,0.185,0.268,8.526,0.865,0.462,6,0,6,6,,3.46,115,35,35,,,,,,,,,,1.859,1.706,1.398,77
15217,"SUCKER,WHITE,CKD,DRY HEAT",73.99,119,21.49,2.97,1.87,0.00,0.0,,90,1.67,38,269,487,51,0.96,0.250,0.769,16.2,0.0,0.012,0.085,1.462,0.865,0.231,17,0,17,17,,2.31,196,59,59,,,,,,,,,,0.579,0.905,1.035,53
15218,"SUNFISH,PUMPKIN SD,CKD,DRY HEAT",73.72,114,24.87,0.90,1.41,0.00,0.0,,103,1.54,38,231,449,103,1.99,0.385,0.897,16.2,1.0,0.092,0.085,1.462,0.865,0.138,17,0,17,17,,2.31,58,17,17,,,,,,,,,,0.178,0.150,0.315,86
15219,"TROUT,MXD SP,CKD,DRY HEAT",63.36,190,26.63,8.47,1.50,0.00,0.0,,55,1.92,28,314,463,67,0.85,0.241,1.091,16.2,0.5,0.426,0.423,5.769,2.238,0.231,15,0,15,15,,7.49,63,19,19,,,,,,,,,,1.474,4.172,1.922,74
15220,"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",62.28,132,28.21,1.29,1.67,0.00,0.0,,37,1.60,44,285,522,47,1.05,0.110,0.019,46.8,1.0,0.038,0.122,18.756,0.485,0.981,10,0,10,10,,2.19,60,18,18,,,,,,,,,,0.420,0.243,0.403,60
15221,"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",68.98,130,29.15,0.59,1.96,0.00,0.0,0.00,4,0.92,42,333,527,54,0.45,0.043,0.013,108.2,0.0,0.134,0.137,22.070,0.334,1.038,2,0,2,2,77.6,2.35,65,22,22,0,0,0,0,0,0.29,2.0,82,0.1,0.205,0.138,0.175,47
15222,"TURBOT,EUROPEAN,CKD,DRY HEAT",70.45,122,20.58,3.78,2.69,0.00,0.0,,23,0.46,65,165,305,192,0.28,0.047,0.022,46.8,1.7,0.076,0.097,2.679,0.658,0.242,9,0,9,9,,2.54,40,12,12,,,,,,,,,,,,,62
15224,"WOLFFISH,ATLANTIC,CKD,DRY HEAT",74.23,123,22.44,3.06,1.49,0.00,0.0,,8,0.12,38,256,385,109,1.00,0.037,0.019,46.8,0.0,0.208,0.097,2.598,0.658,0.462,6,0,6,6,,2.35,433,130,130,,,,,,,,,,0.468,1.072,1.083,59
15225,"YELLOWTAIL,MXD SP,CKD,DRY HEAT",67.33,187,29.67,6.72,1.40,0.00,0.0,,29,0.63,38,201,538,50,0.67,0.058,0.019,46.8,2.9,0.175,0.051,8.718,0.681,0.185,4,0,4,4,,1.25,104,31,31,,,,,,,,,,,,,71
15226,"CRAB,DUNGENESS,CKD,MOIST HEAT",73.31,110,22.32,1.24,2.18,0.95,0.0,,59,0.43,58,175,408,378,5.47,0.734,0.097,47.6,3.6,0.057,0.203,3.623,0.404,0.173,42,0,42,42,,10.38,104,31,31,,,,,,,,,,0.168,0.214,0.407,76
15228,"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",66.76,143,26.41,1.94,1.78,3.12,0.0,,63,1.41,51,229,208,227,7.27,0.415,0.018,59.2,2.1,0.009,0.056,4.898,0.404,0.173,1,0,1,1,,4.04,20,6,6,,,,,,,,,,0.303,0.353,0.756,90
15229,"CUTTLEFISH,MXD SP,CKD,MOIST HEAT",61.12,158,32.48,1.40,3.36,1.64,0.0,,180,10.84,60,580,637,744,3.46,0.998,0.209,89.6,8.5,0.017,1.729,2.189,0.900,0.270,24,0,24,24,,5.40,675,203,203,,,,,,,,,,0.236,0.162,0.268,224
15230,"OCTOPUS,COMMON,CKD,MOIST HEAT",60.50,164,29.82,2.08,3.20,4.40,0.0,0.00,106,9.54,60,279,630,460,3.36,0.739,0.047,89.6,8.0,0.057,0.076,3.780,0.900,0.648,24,0,24,24,81.0,36.00,300,90,90,0,0,0,0,0,1.20,0.0,0,0.1,0.453,0.324,0.477,96
15231,"OYSTER,PACIFIC,CKD,MOIST HEAT",64.12,163,18.90,4.60,2.46,9.90,0.0,0.00,16,9.20,44,243,302,212,33.24,2.679,1.222,154.0,12.8,0.127,0.443,3.618,0.900,0.090,15,0,15,15,,28.80,487,146,146,0,0,0,0,0,0.85,,,0.1,1.020,0.776,1.788,100
15232,"ROUGHY,ORANGE,CKD,DRY HEAT",66.97,105,22.64,0.90,0.99,0.00,0.0,0.00,11,1.13,18,102,181,69,0.32,0.075,0.037,88.3,0.0,0.045,0.063,1.820,0.056,0.067,5,0,5,5,,0.47,80,24,24,0,0,0,0,0,1.87,,,1.1,0.034,0.439,0.184,80
15233,"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",77.67,105,18.47,2.85,1.15,0.00,0.0,,11,0.35,28,304,419,50,0.61,0.039,0.027,14.3,0.8,0.227,0.067,2.385,0.910,0.106,10,0,10,10,,2.90,50,15,15,,,,,,,,,,0.744,1.099,0.636,72
15240,"TROUT,RAINBOW,FARMED,RAW",73.80,141,19.94,6.18,1.21,0.00,0.0,0.00,25,0.31,25,226,377,51,0.45,0.046,0.011,23.6,2.9,0.120,0.090,5.567,1.667,0.340,11,0,11,11,65.0,4.30,280,84,84,0,0,0,0,0,2.34,15.9,635,0.1,1.383,1.979,1.507,59
15241,"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",68.72,168,23.80,7.38,1.44,0.00,0.0,0.00,30,0.36,30,270,450,61,0.54,0.055,0.013,28.1,2.9,0.143,0.107,6.646,1.990,0.386,12,0,12,12,77.6,4.11,301,100,100,0,0,0,0,0,2.79,19.0,759,0.1,1.651,2.363,1.799,70
15243,"CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT",80.80,87,17.52,1.30,1.07,0.00,0.0,,51,1.11,33,241,238,97,1.48,0.580,0.217,34.2,0.5,0.047,0.080,1.667,0.512,0.134,11,0,11,11,,3.10,50,15,15,,,,,,,,,,0.216,0.251,0.413,137
15244,"OYSTER,EASTERN,WILD,CKD,DRY HEAT",82.98,79,8.87,2.65,1.27,4.23,0.0,0.96,92,7.16,28,150,242,132,61.04,4.439,0.459,30.7,0.0,0.025,0.112,1.365,0.347,0.045,10,0,10,10,101.0,12.91,58,20,20,0,0,0,0,0,1.32,0.0,1,1.5,0.736,0.393,0.820,62
15245,"OYSTER,EASTERN,FARMED,RAW",86.20,59,5.22,1.55,1.50,5.53,0.0,,44,5.78,33,93,124,178,37.92,0.738,0.394,63.7,4.7,0.105,0.065,1.267,0.157,0.060,18,0,18,18,,16.20,25,8,8,,,,,,,,,,0.443,0.152,0.591,25
15246,"OYSTER,EASTERN,FARMED,CKD,DRY HEAT",81.95,79,7.00,2.12,1.65,7.28,0.0,,56,7.77,33,115,152,163,45.15,1.434,0.425,77.5,6.0,0.130,0.055,1.792,0.195,0.076,24,0,24,24,,24.30,63,19,19,,,,,,,,,,0.683,0.230,0.713,38
15247,"SALMON,COHO,WILD,CKD,DRY HEAT",71.50,139,23.45,4.30,1.30,0.00,0.0,0.00,45,0.61,33,322,434,58,0.56,0.071,0.019,38.0,1.4,0.075,0.140,7.950,0.810,0.568,13,0,13,13,72.0,5.00,169,51,51,0,0,0,0,0,0.92,11.3,451,0.1,1.054,1.581,1.273,55
15250,"CONCH,BAKED OR BROILED",69.40,130,26.30,1.20,1.40,1.70,0.0,0.00,98,1.41,238,217,163,153,1.71,0.435,,40.3,0.0,0.060,0.080,1.040,,0.060,179,0,179,179,81.0,5.25,23,7,7,0,0,0,0,0,6.33,0.0,0,0.2,0.370,0.334,0.274,65
15260,"FISH,SALMON,PINK,CND,DRND SOL",70.71,138,23.10,5.02,2.50,0.00,0.0,0.00,283,0.77,32,379,333,381,0.96,0.082,0.031,39.5,0.0,0.027,0.202,7.409,0.563,0.105,4,0,4,4,87.8,4.95,65,20,20,0,0,0,0,0,1.28,14.5,580,0.1,0.895,1.211,1.507,83
15261,"FISH,TILAPIA,RAW",78.08,96,20.08,1.70,0.93,0.00,0.0,0.00,10,0.56,27,170,302,52,0.33,0.075,0.037,41.8,0.0,0.041,0.063,3.903,0.487,0.162,24,0,24,24,42.5,1.58,0,0,0,0,0,0,0,0,0.40,3.1,124,1.4,0.585,0.498,0.363,50
